grid_id,date,hour,car_number,temp,humidity,wind_speed,weather,dayofweek
9,20170218,8,6.0,5,76,10.8,1,6
9,20170218,9,5.0,7,66,3.6,1,6
9,20170218,10,8.0,8,62,7.2,1,6
9,20170218,11,9.0,10,54,7.2,1,6
9,20170218,12,3.0,11,50,7.2,1,6
9,20170218,13,7.0,12,41,7.2,1,6
9,20170218,14,7.0,13,38,3.6,1,6
9,20170218,15,5.0,13,38,7.2,1,6
9,20170218,16,7.0,14,36,3.6,1,6
9,20170218,17,9.0,13,38,7.2,1,6
9,20170218,18,4.0,10,62,18.0,1,6
9,20170218,19,3.0,8,71,18.0,1,6
9,20170218,20,3.0,7,76,14.4,1,6
9,20170218,21,6.0,7,76,14.4,1,6
9,20170218,22,3.0,6,81,14.4,1,6
9,20170218,23,4.0,6,81,10.8,1,6
9,20170219,8,3.0,9,71,28.8,1,7
9,20170219,9,4.0,11,67,28.8,1,7
9,20170219,10,7.0,13,58,28.8,1,7
9,20170219,11,5.0,15,55,21.6,1,7
9,20170219,12,7.0,16,52,25.2,1,7
9,20170219,13,6.0,18,49,21.6,1,7
9,20170219,14,6.0,19,46,25.2,1,7
9,20170219,15,2.0,19,43,25.2,1,7
9,20170219,16,5.0,18,45,25.2,1,7
9,20170219,17,7.0,17,52,14.4,1,7
9,20170219,18,4.0,16,59,18.0,1,7
9,20170219,19,8.0,16,59,14.4,1,7
9,20170219,20,4.0,17,59,21.6,1,7
9,20170219,21,6.0,17,59,18.0,1,7
9,20170219,22,3.0,16,63,14.4,1,7
9,20170219,23,2.0,16,68,14.4,2,7
9,20170220,8,4.0,14,77,32.4,1,1
9,20170220,9,4.0,11,82,36.0,1,1
9,20170220,10,4.0,9,82,39.6,1,1
9,20170220,11,5.0,9,71,39.6,1,1
9,20170220,12,9.0,8,71,39.6,1,1
9,20170220,13,8.0,8,62,36.0,1,1
9,20170220,14,5.0,8,57,36.0,1,1
9,20170220,15,7.0,7,57,32.4,1,1
9,20170220,16,8.0,6,61,32.4,1,1
9,20170220,17,13.0,5,61,28.8,1,1
9,20170220,18,9.0,5,61,25.2,1,1
9,20170220,19,7.0,5,61,32.4,1,1
9,20170220,20,11.0,5,61,21.6,1,1
9,20170220,21,7.0,5,57,28.8,1,1
9,20170220,22,6.0,4,61,28.8,1,1
9,20170220,23,5.0,4,61,28.8,1,1
9,20170221,8,4.0,6,61,18.0,1,2
9,20170221,9,5.0,6,66,18.0,1,2
9,20170221,10,3.0,7,61,18.0,1,2
9,20170221,11,7.0,7,66,18.0,1,2
9,20170221,12,7.0,8,62,18.0,1,2
9,20170221,13,6.0,8,66,18.0,1,2
9,20170221,14,6.0,9,62,21.6,1,2
9,20170221,15,9.0,9,66,18.0,1,2
9,20170221,16,8.0,9,66,21.6,1,2
9,20170221,17,4.0,9,71,21.6,1,2
9,20170221,18,9.0,9,71,21.6,1,2
9,20170221,19,11.0,9,76,25.2,1,2
9,20170221,20,7.0,10,71,25.2,1,2
9,20170221,21,8.0,10,76,21.6,1,2
9,20170221,22,10.0,10,76,25.2,1,2
9,20170221,23,4.0,11,76,25.2,1,2
9,20170222,8,6.0,8,87,21.6,1,3
9,20170222,9,6.0,8,87,21.6,1,3
9,20170222,10,11.0,7,87,25.2,1,3
9,20170222,11,15.0,7,81,28.8,1,3
9,20170222,12,7.0,6,93,28.8,2,3
9,20170222,13,8.0,6,87,25.2,2,3
9,20170222,14,10.0,6,87,25.2,2,3
9,20170222,15,7.0,5,93,21.6,2,3
9,20170222,16,8.0,5,87,25.2,2,3
9,20170222,17,5.0,5,87,21.6,2,3
9,20170222,18,8.0,5,87,21.6,1,3
9,20170222,19,8.0,5,87,21.6,1,3
9,20170222,20,11.0,5,87,18.0,1,3
9,20170222,21,10.0,4,87,25.2,2,3
9,20170222,22,3.0,4,87,21.6,1,3
9,20170222,23,2.0,4,81,18.0,1,3
9,20170223,8,3.0,3,81,21.6,1,4
9,20170223,9,9.0,3,81,21.6,1,4
9,20170223,10,7.0,4,75,25.2,1,4
9,20170223,11,7.0,5,76,21.6,1,4
9,20170223,12,3.0,6,70,21.6,1,4
9,20170223,13,17.0,6,66,21.6,1,4
9,20170223,14,18.0,7,57,25.2,1,4
9,20170223,15,5.0,7,53,28.8,1,4
9,20170223,16,12.0,6,53,21.6,1,4
9,20170223,17,4.0,6,53,25.2,1,4
9,20170223,18,5.0,5,61,21.6,1,4
9,20170223,19,9.0,5,57,18.0,1,4
9,20170223,20,5.0,4,61,18.0,1,4
9,20170223,21,15.0,4,65,14.4,1,4
9,20170223,22,6.0,4,65,10.8,1,4
9,20170223,23,3.0,4,65,14.4,1,4
9,20170224,8,7.0,4,65,10.8,1,5
9,20170224,9,5.0,5,65,10.8,1,5
9,20170224,10,8.0,5,61,10.8,1,5
9,20170224,11,7.0,8,53,14.4,1,5
9,20170224,12,7.0,9,40,14.4,1,5
9,20170224,13,3.0,9,34,21.6,1,5
9,20170224,14,9.0,10,35,18.0,1,5
9,20170224,15,7.0,10,35,18.0,1,5
9,20170224,16,4.0,9,40,14.4,1,5
9,20170224,17,4.0,8,43,7.2,1,5
9,20170224,18,5.0,8,40,7.2,1,5
9,20170224,19,9.0,7,46,10.8,1,5
9,20170224,20,9.0,6,61,14.4,1,5
9,20170224,21,6.0,5,65,10.8,1,5
9,20170224,22,7.0,5,70,7.2,1,5
9,20170224,23,4.0,5,70,7.2,1,5
9,20170225,8,5.0,6,70,3.6,1,6
9,20170225,9,6.0,8,62,10.8,1,6
9,20170225,10,6.0,9,50,7.2,1,6
9,20170225,11,8.0,11,41,7.2,1,6
9,20170225,12,9.0,11,33,7.2,1,6
9,20170225,13,11.0,12,33,7.2,1,6
9,20170225,14,7.0,13,29,3.6,1,6
9,20170225,15,4.0,13,33,3.6,1,6
9,20170225,16,9.0,13,31,3.6,1,6
9,20170225,17,10.0,12,30,3.6,1,6
9,20170225,18,8.0,9,54,18.0,1,6
9,20170225,19,6.0,8,53,14.4,1,6
9,20170225,20,8.0,8,53,10.8,1,6
9,20170225,21,10.0,7,57,7.2,1,6
9,20170225,22,6.0,7,61,7.2,1,6
9,20170225,23,4.0,6,70,7.2,1,6
9,20170226,8,5.0,8,76,1.0,4,7
9,20170226,9,2.0,10,58,7.2,4,7
9,20170226,10,10.0,12,44,10.8,4,7
9,20170226,11,15.0,14,38,7.2,4,7
9,20170226,12,8.0,15,36,7.2,4,7
9,20170226,13,12.0,15,31,7.2,4,7
9,20170226,14,6.0,15,31,10.8,4,7
9,20170226,15,6.0,15,29,7.2,4,7
9,20170226,16,4.0,14,31,7.2,4,7
9,20170226,17,8.0,14,31,10.8,4,7
9,20170226,18,5.0,12,35,10.8,4,7
9,20170226,19,11.0,12,35,10.8,4,7
9,20170226,20,5.0,11,44,10.8,4,7
9,20170226,21,4.0,10,43,7.2,1,7
9,20170226,22,5.0,10,54,10.8,1,7
9,20170226,23,4.0,9,62,10.8,5,7
9,20170227,8,3.0,7,81,3.6,1,1
9,20170227,9,5.0,10,37,10.8,1,1
9,20170227,10,7.0,12,28,14.4,1,1
9,20170227,11,9.0,13,26,10.8,1,1
9,20170227,12,4.0,14,29,10.8,1,1
9,20170227,13,8.0,15,25,10.8,1,1
9,20170227,14,11.0,15,25,14.4,1,1
9,20170227,15,9.0,15,23,10.8,1,1
9,20170227,16,8.0,14,23,14.4,1,1
9,20170227,17,7.0,13,26,14.4,1,1
9,20170227,18,5.0,12,28,18.0,1,1
9,20170227,19,9.0,10,40,18.0,1,1
9,20170227,20,4.0,9,46,14.4,1,1
9,20170227,21,6.0,8,43,7.2,1,1
9,20170227,22,12.0,8,46,10.8,1,1
9,20170227,23,3.0,8,50,14.4,1,1
9,20170228,8,4.0,9,76,7.2,1,2
9,20170228,9,5.0,10,66,14.4,1,2
9,20170228,10,11.0,12,51,14.4,1,2
9,20170228,11,10.0,14,41,21.6,1,2
9,20170228,12,6.0,14,41,18.0,1,2
9,20170228,13,6.0,15,39,10.8,1,2
9,20170228,14,6.0,15,34,10.8,1,2
9,20170228,15,10.0,15,39,14.4,1,2
9,20170228,16,9.0,15,39,18.0,1,2
9,20170228,17,11.0,13,44,18.0,1,2
9,20170228,18,8.0,12,44,18.0,1,2
9,20170228,19,11.0,11,54,14.4,1,2
9,20170228,20,3.0,10,62,18.0,1,2
9,20170228,21,6.0,10,66,10.8,1,2
9,20170228,22,9.0,10,66,14.4,1,2
9,20170228,23,3.0,10,71,10.8,1,2
9,20170301,8,3.0,10,76,14.4,1,3
9,20170301,9,7.0,13,63,10.8,1,3
9,20170301,10,16.0,14,55,14.4,1,3
9,20170301,11,7.0,15,51,21.6,1,3
9,20170301,12,9.0,16,45,25.2,1,3
9,20170301,13,9.0,15,45,28.8,1,3
9,20170301,14,7.0,17,37,32.4,1,3
9,20170301,15,7.0,16,39,28.8,1,3
9,20170301,16,9.0,16,39,25.2,1,3
9,20170301,17,4.0,16,39,25.2,1,3
9,20170301,18,7.0,12,58,18.0,1,3
9,20170301,19,6.0,11,58,14.4,1,3
9,20170301,20,6.0,12,54,21.6,1,3
9,20170301,21,5.0,11,50,25.2,1,3
9,20170301,22,5.0,11,50,36.0,1,3
9,20170301,23,2.0,8,71,25.2,1,3
9,20170302,8,8.0,4,61,25.2,1,4
9,20170302,9,5.0,5,57,25.2,1,4
9,20170302,10,8.0,6,53,25.2,1,4
9,20170302,11,11.0,8,40,25.2,1,4
9,20170302,12,4.0,10,26,28.8,1,4
9,20170302,13,4.0,10,26,25.2,1,4
9,20170302,14,8.0,10,28,18.0,1,4
9,20170302,15,15.0,11,28,14.4,1,4
9,20170302,16,8.0,10,26,14.4,1,4
9,20170302,17,4.0,9,30,14.4,1,4
9,20170302,18,13.0,9,27,10.8,1,4
9,20170302,19,10.0,8,37,10.8,1,4
9,20170302,20,6.0,7,39,10.8,1,4
9,20170302,21,7.0,6,42,7.2,1,4
9,20170302,22,6.0,7,39,3.6,1,4
9,20170302,23,5.0,6,53,14.4,1,4
9,20170303,8,4.0,7,66,14.4,1,5
9,20170303,9,4.0,9,50,21.6,1,5
9,20170303,10,10.0,11,41,21.6,1,5
9,20170303,11,8.0,13,36,21.6,1,5
9,20170303,12,8.0,13,36,21.6,1,5
9,20170303,13,10.0,13,36,21.6,1,5
9,20170303,14,7.0,14,31,21.6,1,5
9,20170303,15,7.0,14,33,21.6,1,5
9,20170303,16,1.0,14,31,18.0,1,5
9,20170303,17,3.0,13,38,18.0,1,5
9,20170303,18,8.0,12,44,18.0,1,5
9,20170303,19,5.0,11,50,14.4,1,5
9,20170303,20,5.0,11,54,10.8,1,5
9,20170303,21,3.0,10,62,18.0,1,5
9,20170303,22,10.0,10,66,14.4,1,5
9,20170303,23,5.0,9,71,14.4,1,5
9,20170304,8,7.0,10,76,7.2,1,6
9,20170304,9,4.0,13,63,3.6,1,6
9,20170304,10,3.0,16,48,3.6,1,6
9,20170304,11,6.0,18,40,3.6,1,6
9,20170304,12,5.0,19,32,7.2,1,6
9,20170304,13,8.0,20,30,10.8,1,6
9,20170304,14,13.0,21,25,7.2,1,6
9,20170304,15,5.0,21,27,3.6,1,6
9,20170304,16,4.0,19,40,18.0,1,6
9,20170304,17,8.0,17,42,18.0,1,6
9,20170304,18,6.0,16,45,18.0,1,6
9,20170304,19,7.0,14,48,10.8,1,6
9,20170304,20,6.0,13,54,10.8,1,6
9,20170304,21,6.0,13,58,7.2,1,6
9,20170304,22,4.0,13,58,7.2,1,6
9,20170304,23,5.0,13,58,7.2,1,6
9,20170305,8,2.0,11,94,7.2,4,7
9,20170305,9,5.0,11,94,7.2,1,7
9,20170305,10,5.0,12,88,7.2,1,7
9,20170305,11,4.0,13,67,7.2,5,7
9,20170305,12,3.0,13,63,7.2,1,7
9,20170305,13,9.0,13,58,10.8,1,7
9,20170305,14,5.0,14,55,7.2,1,7
9,20170305,15,12.0,14,51,7.2,1,7
9,20170305,16,8.0,13,63,3.6,1,7
9,20170305,17,8.0,13,67,10.8,1,7
9,20170305,18,7.0,12,77,7.2,1,7
9,20170305,19,6.0,11,82,1.0,1,7
9,20170305,20,1.0,11,82,7.2,1,7
9,20170305,21,1.0,11,82,7.2,1,7
9,20170305,22,3.0,11,82,14.4,1,7
9,20170305,23,3.0,11,82,14.4,1,7
9,20170306,8,3.0,7,61,21.6,1,1
9,20170306,9,9.0,9,50,21.6,1,1
9,20170306,10,9.0,10,47,21.6,1,1
9,20170306,11,8.0,10,37,21.6,1,1
9,20170306,12,7.0,12,35,18.0,1,1
9,20170306,13,8.0,13,33,18.0,1,1
9,20170306,14,9.0,12,30,14.4,1,1
9,20170306,15,8.0,12,26,21.6,1,1
9,20170306,16,7.0,11,28,14.4,1,1
9,20170306,17,6.0,11,28,10.8,1,1
9,20170306,18,11.0,9,34,10.8,1,1
9,20170306,19,6.0,9,34,14.4,1,1
9,20170306,20,5.0,8,50,14.4,1,1
9,20170306,21,7.0,8,43,14.4,1,1
9,20170306,22,8.0,7,46,10.8,1,1
9,20170306,23,4.0,7,49,7.2,1,1
9,20170307,8,7.0,9,54,10.8,1,2
9,20170307,9,3.0,11,44,10.8,1,2
9,20170307,10,10.0,12,41,10.8,1,2
9,20170307,11,5.0,13,36,10.8,1,2
9,20170307,12,5.0,14,31,10.8,1,2
9,20170307,13,10.0,14,29,7.2,1,2
9,20170307,14,2.0,15,29,14.4,1,2
9,20170307,15,6.0,15,31,7.2,1,2
9,20170307,16,15.0,14,33,10.8,1,2
9,20170307,17,10.0,14,27,7.2,1,2
9,20170307,18,6.0,11,58,25.2,1,2
9,20170307,19,10.0,10,66,14.4,1,2
9,20170307,20,7.0,8,76,21.6,1,2
9,20170307,21,5.0,8,71,21.6,1,2
9,20170307,22,7.0,7,71,21.6,1,2
9,20170307,23,6.0,6,76,18.0,1,2
9,20170308,8,7.0,7,71,7.2,1,3
9,20170308,9,7.0,9,62,14.4,1,3
9,20170308,10,7.0,10,58,14.4,1,3
9,20170308,11,10.0,11,50,18.0,1,3
9,20170308,12,10.0,13,41,18.0,1,3
9,20170308,13,12.0,14,36,21.6,1,3
9,20170308,14,11.0,14,38,14.4,1,3
9,20170308,15,5.0,15,29,21.6,1,3
9,20170308,16,8.0,14,29,25.2,1,3
9,20170308,17,8.0,13,25,25.2,1,3
9,20170308,18,4.0,11,30,18.0,1,3
9,20170308,19,5.0,11,33,14.4,1,3
9,20170308,20,9.0,9,37,10.8,1,3
9,20170308,21,5.0,9,54,10.8,1,3
9,20170308,22,5.0,8,66,14.4,1,3
9,20170308,23,2.0,8,62,10.8,1,3
9,20170309,8,3.0,10,76,3.6,4,4
9,20170309,9,6.0,12,41,10.8,1,4
9,20170309,10,8.0,15,31,10.8,1,4
9,20170309,11,9.0,15,34,10.8,1,4
9,20170309,12,5.0,16,27,18.0,1,4
9,20170309,13,10.0,17,27,14.4,1,4
9,20170309,14,5.0,17,26,14.4,1,4
9,20170309,15,6.0,18,22,7.2,1,4
9,20170309,16,7.0,17,26,7.2,1,4
9,20170309,17,6.0,16,25,10.8,1,4
9,20170309,18,7.0,16,25,10.8,1,4
9,20170309,19,8.0,15,27,7.2,1,4
9,20170309,20,7.0,12,51,7.2,1,4
9,20170309,21,7.0,12,58,7.2,1,4
9,20170309,22,17.0,11,58,10.8,1,4
9,20170309,23,9.0,11,58,7.2,1,4
9,20170310,8,10.0,12,72,14.4,1,5
9,20170310,9,11.0,13,72,14.4,1,5
9,20170310,10,6.0,14,67,18.0,1,5
9,20170310,11,8.0,15,63,18.0,1,5
9,20170310,12,9.0,15,63,14.4,1,5
9,20170310,13,8.0,16,55,14.4,1,5
9,20170310,14,3.0,16,55,14.4,1,5
9,20170310,15,9.0,15,59,14.4,1,5
9,20170310,16,11.0,16,55,14.4,1,5
9,20170310,17,2.0,15,63,14.4,1,5
9,20170310,18,8.0,13,63,21.6,1,5
9,20170310,19,7.0,12,67,14.4,1,5
9,20170310,20,8.0,12,72,18.0,1,5
9,20170310,21,9.0,11,82,14.4,1,5
9,20170310,22,10.0,11,82,14.4,1,5
9,20170310,23,6.0,10,82,10.8,1,5
9,20170311,8,1.0,11,82,10.8,1,6
9,20170311,9,6.0,12,77,21.6,1,6
9,20170311,10,8.0,15,59,25.2,1,6
9,20170311,11,9.0,16,55,25.2,1,6
9,20170311,12,10.0,17,42,25.2,1,6
9,20170311,13,3.0,17,34,28.8,1,6
9,20170311,14,9.0,16,31,25.2,1,6
9,20170311,15,5.0,16,36,25.2,1,6
9,20170311,16,9.0,15,39,21.6,1,6
9,20170311,17,8.0,14,44,21.6,1,6
9,20170311,18,13.0,14,48,25.2,1,6
9,20170311,19,5.0,13,54,21.6,1,6
9,20170311,20,14.0,13,58,18.0,1,6
9,20170311,21,7.0,13,58,18.0,1,6
9,20170311,22,5.0,13,63,14.4,1,6
9,20170311,23,7.0,13,63,14.4,1,6
9,20170312,8,3.0,13,82,14.4,1,7
9,20170312,9,4.0,13,82,14.4,1,7
9,20170312,10,6.0,13,82,18.0,1,7
9,20170312,11,4.0,12,94,18.0,2,7
9,20170312,12,8.0,12,94,14.4,2,7
9,20170312,13,7.0,12,94,10.8,2,7
9,20170312,14,6.0,12,94,7.2,2,7
9,20170312,15,8.0,12,94,10.8,2,7
9,20170312,16,3.0,12,94,10.8,2,7
9,20170312,17,6.0,12,94,10.8,2,7
9,20170312,18,2.0,11,94,18.0,2,7
9,20170312,19,4.0,11,94,21.6,2,7
9,20170312,20,3.0,11,94,25.2,2,7
9,20170312,21,7.0,11,94,25.2,2,7
9,20170312,22,5.0,10,87,28.8,2,7
9,20170312,23,3.0,10,87,21.6,2,7
9,20170127,13,0.0,9,66,28.8,1,5
9,20170127,21,0.0,7,66,14.4,1,5
9,20170128,21,0.0,12,88,21.6,1,6
9,20170129,8,0.0,11,100,7.2,4,7
9,20170129,9,0.0,14,82,7.2,4,7
9,20170129,10,0.0,17,68,10.8,1,7
9,20170129,20,0.0,11,76,32.4,1,7
9,20170129,21,0.0,9,87,36.0,2,7
9,20170129,22,0.0,8,93,28.8,2,7
9,20170129,23,0.0,7,93,28.8,2,7
9,20170130,13,0.0,4,52,32.4,1,1
9,20170130,17,0.0,3,52,28.8,1,1
9,20170202,17,0.0,7,57,14.4,1,4
9,20170205,8,0.0,7,81,14.4,1,7
9,20170313,8,0.0,9,93,25.2,2,1
9,20170313,9,0.0,9,87,25.2,2,1
9,20170313,10,0.0,9,87,25.2,3,1
9,20170313,11,0.0,9,87,21.6,2,1
9,20170313,12,0.0,9,87,25.2,2,1
9,20170313,13,0.0,8,87,21.6,2,1
9,20170313,14,0.0,8,87,25.2,2,1
9,20170313,15,0.0,7,81,25.2,2,1
9,20170313,16,0.0,6,87,25.2,2,1
9,20170313,17,0.0,7,81,14.4,1,1
9,20170313,18,0.0,7,87,14.4,2,1
9,20170313,19,0.0,7,81,18.0,2,1
9,20170313,20,0.0,6,87,14.4,2,1
9,20170313,21,0.0,7,87,14.4,2,1
9,20170313,22,0.0,7,81,18.0,1,1
9,20170313,23,0.0,7,81,18.0,1,1
9,20170314,8,0.0,7,71,18.0,1,2
9,20170314,9,0.0,9,62,21.6,1,2
9,20170314,10,0.0,10,58,21.6,1,2
9,20170314,11,0.0,11,50,21.6,1,2
9,20170314,12,0.0,13,47,18.0,1,2
9,20170314,13,0.0,13,44,21.6,1,2
9,20170314,14,0.0,13,41,25.2,1,2
9,20170314,15,0.0,13,41,28.8,1,2
9,20170314,16,0.0,13,36,25.2,1,2
9,20170314,17,0.0,11,41,28.8,1,2
9,20170314,18,0.0,9,43,21.6,1,2
9,20170314,19,0.0,9,43,7.2,1,2
9,20170314,20,0.0,8,53,14.4,1,2
9,20170314,21,0.0,7,57,14.4,1,2
9,20170314,22,0.0,6,66,7.2,1,2
9,20170314,23,0.0,5,76,7.2,1,2
9,20170315,8,0.0,9,62,3.6,1,3
9,20170315,9,0.0,11,47,3.6,1,3
9,20170315,10,0.0,12,28,14.4,1,3
9,20170315,11,0.0,13,25,21.6,1,3
9,20170315,12,0.0,14,27,14.4,1,3
9,20170315,13,0.0,14,27,14.4,1,3
9,20170315,14,0.0,14,29,10.8,1,3
9,20170315,15,0.0,14,29,10.8,1,3
9,20170315,16,0.0,14,31,14.4,1,3
9,20170315,17,0.0,13,36,14.4,1,3
9,20170315,18,0.0,12,41,18.0,1,3
9,20170315,19,0.0,10,43,18.0,1,3
9,20170315,20,0.0,10,62,18.0,1,3
9,20170315,21,0.0,9,66,21.6,1,3
9,20170315,22,0.0,9,58,18.0,1,3
9,20170315,23,0.0,9,58,18.0,1,3
9,20170316,8,0.0,9,66,3.6,1,4
9,20170316,9,0.0,11,62,7.2,1,4
9,20170316,10,0.0,11,54,7.2,1,4
9,20170316,11,0.0,13,47,10.8,1,4
9,20170316,12,0.0,13,51,7.2,1,4
9,20170316,13,0.0,13,51,10.8,1,4
9,20170316,14,0.0,12,51,7.2,1,4
9,20170316,15,0.0,12,54,10.8,1,4
9,20170316,16,0.0,12,54,10.8,1,4
9,20170316,17,0.0,11,58,10.8,1,4
9,20170316,18,0.0,11,62,10.8,1,4
9,20170316,19,0.0,11,58,14.4,1,4
9,20170316,20,0.0,10,66,14.4,1,4
9,20170316,21,0.0,9,66,10.8,1,4
9,20170316,22,0.0,9,66,10.8,1,4
9,20170316,23,0.0,8,71,7.2,1,4
9,20170317,8,0.0,10,62,14.4,1,5
9,20170317,9,0.0,11,58,14.4,1,5
9,20170317,10,0.0,12,47,10.8,1,5
9,20170317,11,0.0,13,44,10.8,1,5
9,20170317,12,0.0,13,47,14.4,1,5
9,20170317,13,0.0,14,41,18.0,1,5
9,20170317,14,0.0,14,38,14.4,1,5
9,20170317,15,0.0,14,38,14.4,1,5
9,20170317,16,0.0,13,51,18.0,1,5
9,20170317,17,0.0,12,54,14.4,1,5
9,20170317,18,0.0,11,58,18.0,1,5
9,20170317,19,0.0,10,66,21.6,1,5
9,20170317,20,0.0,10,71,14.4,1,5
9,20170317,21,0.0,10,71,10.8,1,5
9,20170317,22,0.0,10,71,14.4,1,5
9,20170317,23,0.0,10,71,18.0,1,5
9,20170318,8,0.0,12,72,14.4,1,6
9,20170318,9,0.0,12,72,14.4,1,6
9,20170318,10,0.0,12,67,10.8,1,6
9,20170318,11,0.0,12,67,10.8,1,6
9,20170318,12,0.0,13,63,7.2,1,6
9,20170318,13,0.0,13,63,10.8,1,6
9,20170318,14,0.0,13,58,10.8,1,6
9,20170318,15,0.0,13,54,14.4,1,6
9,20170318,16,0.0,13,51,14.4,1,6
9,20170318,17,0.0,13,44,14.4,1,6
9,20170318,18,0.0,12,38,14.4,1,6
9,20170318,19,0.0,12,51,10.8,1,6
9,20170318,20,0.0,12,67,10.8,1,6
9,20170318,21,0.0,12,72,14.4,1,6
9,20170318,22,0.0,12,72,10.8,1,6
9,20170318,23,0.0,11,82,18.0,1,6
9,20170319,8,0.0,12,77,14.4,1,7
9,20170319,9,0.0,12,72,18.0,1,7
9,20170319,10,0.0,13,63,14.4,1,7
9,20170319,11,0.0,13,58,10.8,1,7
9,20170319,12,0.0,11,76,10.8,2,7
9,20170319,13,0.0,11,82,10.8,3,7
9,20170319,14,0.0,10,82,14.4,2,7
9,20170319,15,0.0,10,87,10.8,2,7
9,20170319,16,0.0,10,87,18.0,2,7
9,20170319,17,0.0,10,87,10.8,1,7
9,20170319,18,0.0,10,82,10.8,1,7
9,20170319,19,0.0,11,76,10.8,1,7
9,20170319,20,0.0,11,82,18.0,1,7
9,20170319,21,0.0,11,82,14.4,1,7
9,20170319,22,0.0,11,82,10.8,1,7
9,20170319,23,0.0,12,82,14.4,1,7
9,20170320,8,0.0,11,100,10.8,1,1
9,20170320,9,0.0,12,94,1.0,1,1
9,20170320,10,0.0,12,94,3.6,2,1
9,20170320,11,0.0,12,94,7.2,2,1
9,20170320,12,0.0,12,100,7.2,2,1
9,20170320,13,0.0,12,100,7.2,2,1
9,20170320,14,0.0,12,94,18.0,1,1
9,20170320,15,0.0,13,88,18.0,1,1
9,20170320,16,0.0,12,94,21.6,1,1
9,20170320,17,0.0,11,100,21.6,2,1
9,20170320,18,0.0,11,94,21.6,2,1
9,20170320,19,0.0,11,94,21.6,2,1
9,20170320,20,0.0,11,94,21.6,2,1
9,20170320,21,0.0,10,100,14.4,2,1
9,20170320,22,0.0,10,94,14.4,1,1
9,20170320,23,0.0,10,94,14.4,2,1
9,20170321,8,0.0,10,82,21.6,1,2
9,20170321,9,0.0,12,77,18.0,1,2
9,20170321,10,0.0,13,72,18.0,1,2
9,20170321,11,0.0,14,63,21.6,1,2
9,20170321,12,0.0,15,59,18.0,1,2
9,20170321,13,0.0,16,52,18.0,1,2
9,20170321,14,0.0,16,52,18.0,1,2
9,20170321,15,0.0,16,48,18.0,1,2
9,20170321,16,0.0,15,55,21.6,1,2
9,20170321,17,0.0,13,63,21.6,1,2
9,20170321,18,0.0,12,58,21.6,1,2
9,20170321,19,0.0,11,54,21.6,1,2
9,20170321,20,0.0,11,58,18.0,1,2
9,20170321,21,0.0,10,66,18.0,1,2
9,20170321,22,0.0,9,62,18.0,1,2
9,20170321,23,0.0,9,62,10.8,1,2
9,20170322,8,0.0,9,76,14.4,2,3
9,20170322,9,0.0,9,82,10.8,2,3
9,20170322,10,0.0,9,82,14.4,2,3
9,20170322,11,0.0,9,82,18.0,2,3
9,20170322,12,0.0,9,87,10.8,2,3
9,20170322,13,0.0,10,76,18.0,2,3
9,20170322,14,0.0,9,82,21.6,2,3
9,20170322,15,0.0,9,82,18.0,2,3
9,20170322,16,0.0,9,82,18.0,2,3
9,20170322,17,0.0,8,87,18.0,2,3
9,20170322,18,0.0,8,93,18.0,2,3
9,20170322,19,0.0,8,87,18.0,2,3
9,20170322,20,0.0,8,87,14.4,1,3
9,20170322,21,0.0,8,87,14.4,2,3
9,20170322,22,0.0,8,93,10.8,2,3
9,20170322,23,0.0,8,93,10.8,2,3
9,20170323,8,0.0,9,93,10.8,1,4
9,20170323,9,0.0,9,93,10.8,1,4
9,20170323,10,0.0,10,87,14.4,1,4
9,20170323,11,0.0,10,87,10.8,1,4
9,20170323,12,0.0,11,82,14.4,1,4
9,20170323,13,0.0,11,82,14.4,1,4
9,20170323,14,0.0,11,76,14.4,1,4
9,20170323,15,0.0,11,82,14.4,1,4
9,20170323,16,0.0,11,76,10.8,1,4
9,20170323,17,0.0,10,82,18.0,1,4
9,20170323,18,0.0,10,82,18.0,1,4
9,20170323,19,0.0,10,76,14.4,1,4
9,20170323,20,0.0,9,82,10.8,1,4
9,20170323,21,0.0,9,82,10.8,1,4
9,20170323,22,0.0,9,82,10.8,1,4
9,20170323,23,0.0,9,82,7.2,1,4
9,20170324,8,0.0,10,76,7.2,1,5
9,20170324,9,0.0,10,76,10.8,1,5
9,20170324,10,0.0,12,72,14.4,1,5
9,20170324,11,0.0,12,67,10.8,1,5
9,20170324,12,0.0,12,67,14.4,1,5
9,20170324,13,0.0,12,62,10.8,1,5
9,20170324,14,0.0,12,67,10.8,1,5
9,20170324,15,0.0,12,67,10.8,1,5
9,20170324,16,0.0,11,71,10.8,1,5
9,20170324,17,0.0,10,82,10.8,2,5
9,20170324,18,0.0,9,87,10.8,2,5
9,20170324,19,0.0,9,93,7.2,2,5
9,20170324,20,0.0,8,87,14.4,2,5
9,20170324,21,0.0,8,81,14.4,2,5
9,20170324,22,0.0,7,87,10.8,2,5
9,20170324,23,0.0,7,81,7.2,1,5
9,20170325,8,0.0,10,82,14.4,4,6
9,20170325,9,0.0,11,71,14.4,1,6
9,20170325,10,0.0,13,63,18.0,5,6
9,20170325,11,0.0,12,62,25.2,1,6
9,20170325,12,0.0,13,67,18.0,1,6
9,20170325,13,0.0,14,59,18.0,1,6
9,20170325,14,0.0,16,45,21.6,1,6
